,F148W_meas_flux [mJy],F148W_err [mJy],F148W_avg_wav [nm],F148W_model_flux [mJy],F169M_meas_flux [mJy],F169M_err [mJy],F169M_avg_wav [nm],F169M_model_flux [mJy],F172M_meas_flux [mJy],F172M_err [mJy],F172M_avg_wav [nm],F172M_model_flux [mJy],N219M_meas_flux [mJy],N219M_err [mJy],N219M_avg_wav [nm],N219M_model_flux [mJy],N279N_meas_flux [mJy],N279N_err [mJy],N279N_avg_wav [nm],N279N_model_flux [mJy],f275w_meas_flux [mJy],f275w_err [mJy],f275w_avg_wav [nm],f275w_model_flux [mJy],f336w_meas_flux [mJy],f336w_err [mJy],f336w_avg_wav [nm],f336w_model_flux [mJy],f475w_meas_flux [mJy],f475w_err [mJy],f475w_avg_wav [nm],f475w_model_flux [mJy],f814w_meas_flux [mJy],f814w_err [mJy],f814w_avg_wav [nm],f814w_model_flux [mJy],f110w_meas_flux [mJy],f110w_err [mJy],f110w_avg_wav [nm],f110w_model_flux [mJy],f160w_meas_flux [mJy],f160w_err [mJy],f160w_avg_wav [nm],f160w_model_flux [mJy]
Source at row 6,0.014792349248561747,0.004751845019275992,150.2491,0.01374244278260778,,,161.4697,,0.016129390481082716,0.007940230199799614,170.856,0.015648798834021836,0.010105719510492715,0.007292626373786043,199.1508,0.008989599537065024,0.03329149851234247,0.01522163777867912,276.0,0.024482812935076925,0.03277932453002275,0.00018115128228805055,267.884375,0.027670533530878953,0.052095474732855425,0.00014394991636600005,336.8484,0.04327629715416487,0.06534313996495947,6.0185262931711757e-05,476.0,0.06484686429670447,0.07805486914662288,7.189358860331848e-05,833.0,0.08777554607857796,0.06858039781459174,6.316698702642695e-05,1096.7245,0.06203423468970913,0.050054139540239205,9.220620712948181e-05,1522.1981,0.043917648240679306
