row,weighted_mean_log(g1),sigma_log(g1),weighted_mean_T1/10000,sigma_T1/10000,weighted_mean_Z1,sigma_Z1,weighted_mean_theta_r1,sigma_theta_r1,weighted_mean_ebv1,sigma_ebv1,weighted_mean_T2/10000,sigma_T2/10000,weighted_mean_theta_r2,sigma_theta_r2,weighted_mean_ebv2,sigma_ebv2,chi2_using_mean_parameters,fitted_theta_r1_to_mean_parameters,fitted_theta_r2_to_mean_parameters,chi2_of_fitted_thetas
2,,,,,,,,,,,,,,,,,,,,
