"effar_cm2(lam_nm), created by Plot Digitizer, 2.6.8",
"Date: 2021-02-09, 11:56:53 a.m.",
,
,
,
Wavelength(nm),effar_cm2
141.761,0
143.734,0.202595
147.658,9.35124
153.581,9.75119
159.616,8.42203
164.825,8.46732
169.597,7.59562
174.657,5.26578
179.754,0.019274
182,0
